sku,name,description,short_description,price,special_price,weight,status,visibility,tax_class_id,qty,is_in_stock,categories,image,small_image,thumbnail,meta_title,meta_description,ean,manufacturer,color,size
1140599791,"CALCULATRICE GRAPHIQUE ""CASIO"" REF: GRAPH 35+E","<ul style=""list-style-type: disc;"">",,28000.0,,422000.0,1,4,2,100,1,,,,,,,,,,
1140599879,"Feuillets mobiles perforee uni ""conquerant "" ref: 100104532","Feuilles mobiles Conquerant prforés 4 tours pages perforés standards pour calsseurs adaptés 100 page uni format 21*29,7 cm A4 Papier 90g",,480.0,,600.0,1,4,2,100,1,,,,,,,,,,
1140599880,"CAHIER AGRAFE 170X220 POLYPROPYLENE TRANSPARENT 90G 140P ""CONQUERANT"" REF: 400089853","COUVERTURE : La couverture est en polypro lisse et translucide. Elle assure un cahier souple et robuste, qui résistera aux rayures, aux éclaboussures et aux déchirures\\n RELIURE : La reliure piqûre (aussi appelée ""reliure agrafée"") est la plus populaire et la plus répandue. Elle procure un réel confort d''écriture et d''utilisation. Flexible et fin, le cahier agrafé est très léger et pratique.\\n REGLURE : La réglure à grands Carreaux Seyès, en 2 couleurs assure une meilleure lisibilité. Elle permet de réduire l''effet de la fatigue visuelle, tout en améliorant efficacement la concentration.\\n FORMAT : Pratique,Petit Format 17x22cm grand carreau. \\n LABELS : Le cahier Conquérant est certifié Ecolabel EU. Ce label garantit un faible impact environnemental lors de la fabrication du papier pour un respect de l''environnement. Il est, en plus, certifié PEFC, un label qui assure une gestion durable des forêts et préserve au mieux l''écosystème\\n FABRIQUE EN FRANCE : Les cahiers Conquérant sont tous fabriqués en France, dans nos usines situées à Caen, en Normandie et ils garantissent le savoir-faire français, pour des cahiers de qualité et résistants.",,9.99,,480.0,1,4,2,100,1,,,,,,,,,,
1140599881,"CAHIER AGRAFE 240X320 POLYPROPYLENE BLEU 70G 192P ""CONQUERANT"" REF: 400089763","COUVERTURE : La couverture est en polypro lisse et translucide. Elle assure un cahier souple et robuste, qui résistera aux rayures, aux éclaboussures et aux déchirures\\n RELIURE : La reliure piqûre (aussi appelée ""reliure agrafée"") est la plus populaire et la plus répandue. Elle procure un réel confort d''écriture et d''utilisation. Flexible et fin, le cahier agrafé est très léger et pratique.\\n REGLURE : La réglure à grands Carreaux Seyès, en 2 couleurs assure une meilleure lisibilité. Elle permet de réduire l''effet de la fatigue visuelle, tout en améliorant efficacement la concentration.\\n FORMAT : Pratique, le grand format 24x32cm permet de coller des documents A4 à l''intérieur sans qu''ils ne dépassent du cahier\\n LABELS : Le cahier Conquérant est certifié Ecolabel EU. Ce label garantit un faible impact environnemental lors de la fabrication du papier pour un respect de l''environnement. Il est, en plus, certifié PEFC, un label qui assure une gestion durable des forêts et préserve au mieux l''écosystème\\n FABRIQUE EN FRANCE : Les cahiers Conquérant sont tous fabriqués en France, dans nos usines situées à Caen, en Normandie et ils garantissent le savoir-faire français, pour des cahiers de qualité et résistants.",,9.99,,650.0,1,4,2,100,1,,,,,,,,,,
1140599882,"CAHIER AGRAFE 240X320 POLYPROPYLENE JAUNE 70G 192P ""CONQUERANT"" REF: 400089766","COUVERTURE : La couverture est en polypro lisse et translucide. Elle assure un cahier souple et robuste, qui résistera aux rayures, aux éclaboussures et aux déchirures\\n RELIURE : La reliure piqûre (aussi appelée ""reliure agrafée"") est la plus populaire et la plus répandue. Elle procure un réel confort d''écriture et d''utilisation. Flexible et fin, le cahier agrafé est très léger et pratique.\\n REGLURE : La réglure à grands Carreaux Seyès, en 2 couleurs assure une meilleure lisibilité. Elle permet de réduire l''effet de la fatigue visuelle, tout en améliorant efficacement la concentration.\\n FORMAT : Pratique, le grand format 24x32cm permet de coller des documents A4 à l''intérieur sans qu''ils ne dépassent du cahier\\n LABELS : Le cahier Conquérant est certifié Ecolabel EU. Ce label garantit un faible impact environnemental lors de la fabrication du papier pour un respect de l''environnement. Il est, en plus, certifié PEFC, un label qui assure une gestion durable des forêts et préserve au mieux l''écosystème\\n FABRIQUE EN FRANCE : Les cahiers Conquérant sont tous fabriqués en France, dans nos usines situées à Caen, en Normandie et ils garantissent le savoir-faire français, pour des cahiers de qualité et résistants.",,9.99,,650.0,1,4,2,100,1,,,,,,,,,,
1140599883,"CAHIER AGRAFE 240X320 POLYPROPYLENE ROUGE 70G 192P ""CONQUERANT"" REF: 400089765","COUVERTURE : La couverture est en polypro lisse et translucide. Elle assure un cahier souple et robuste, qui résistera aux rayures, aux éclaboussures et aux déchirures\\n RELIURE : La reliure piqûre (aussi appelée ""reliure agrafée"") est la plus populaire et la plus répandue. Elle procure un réel confort d''écriture et d''utilisation. Flexible et fin, le cahier agrafé est très léger et pratique.\\n REGLURE : La réglure à grands Carreaux Seyès, en 2 couleurs assure une meilleure lisibilité. Elle permet de réduire l''effet de la fatigue visuelle, tout en améliorant efficacement la concentration.\\n FORMAT : Pratique, le grand format 24x32cm permet de coller des documents A4 à l''intérieur sans qu''ils ne dépassent du cahier\\n LABELS : Le cahier Conquérant est certifié Ecolabel EU. Ce label garantit un faible impact environnemental lors de la fabrication du papier pour un respect de l''environnement. Il est, en plus, certifié PEFC, un label qui assure une gestion durable des forêts et préserve au mieux l''écosystème\\n FABRIQUE EN FRANCE : Les cahiers Conquérant sont tous fabriqués en France, dans nos usines situées à Caen, en Normandie et ils garantissent le savoir-faire français, pour des cahiers de qualité et résistants.",,9.99,,650.0,1,4,2,100,1,,,,,,,,,,
1140599884,"CAHIER AGRAFE 240X320 POLYPROPYLENE VERT 70G 192P ""CONQUERANT"" REF: 400089764","COUVERTURE : La couverture est en polypro lisse et translucide. Elle assure un cahier souple et robuste, qui résistera aux rayures, aux éclaboussures et aux déchirures\\n RELIURE : La reliure piqûre (aussi appelée ""reliure agrafée"") est la plus populaire et la plus répandue. Elle procure un réel confort d''écriture et d''utilisation. Flexible et fin, le cahier agrafé est très léger et pratique.\\n REGLURE : La réglure à grands Carreaux Seyès, en 2 couleurs assure une meilleure lisibilité. Elle permet de réduire l''effet de la fatigue visuelle, tout en améliorant efficacement la concentration.\\n FORMAT : Pratique, le grand format 24x32cm permet de coller des documents A4 à l''intérieur sans qu''ils ne dépassent du cahier\\n LABELS : Le cahier Conquérant est certifié Ecolabel EU. Ce label garantit un faible impact environnemental lors de la fabrication du papier pour un respect de l''environnement. Il est, en plus, certifié PEFC, un label qui assure une gestion durable des forêts et préserve au mieux l''écosystème\\n FABRIQUE EN FRANCE : Les cahiers Conquérant sont tous fabriqués en France, dans nos usines situées à Caen, en Normandie et ils garantissent le savoir-faire français, pour des cahiers de qualité et résistants.",,9.99,,650.0,1,4,2,100,1,,,,,,,,,,
1140600085,"Taille-crayons i-gloo eject 01 trou ""maped"" ref: 032711 taille-crayons i-gloo eject 01 trou bleu ""maped"" ref: 032711 taille-crayons i-gloo eject 01 trou vert ""maped"" ref: 032711 taille-crayons i-gloo eject 01 trou rose ""maped"" ref: 032711","[''#html-body [data-pb-style=D05PKNJ]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}La fonction éjecte-mine maintenant disponible sur le best-seller des taille-crayons Maped. Une pression sur le bouton et les mines cassées sont immédiatement décoincées !'', ''#html-body [data-pb-style=WSOYFPE]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}La fonction éjecte-mine maintenant disponible sur le best-seller des taille-crayons Maped. Une pression sur le bouton et les mines cassées sont immédiatement décoincées !'', ''#html-body [data-pb-style=Y1FDGEA]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}La fonction éjecte-mine maintenant disponible sur le best-seller des taille-crayons Maped. Une pression sur le bouton et les mines cassées sont immédiatement décoincées !'', ''#html-body [data-pb-style=OS2VSMY]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}La fonction éjecte-mine maintenant disponible sur le best-seller des taille-crayons Maped. Une pression sur le bouton et les mines cassées sont immédiatement décoincées !'']",,19.99,,10.0,1,4,2,100,1,,,,,,,,,,
1140600234,"Aquarelle ecolier 08 pastilles 28mm avec pinceau ""techno"" ref: 4405 aquarelle ecolier 08 pastilles 28mm avec pinceau vert ""techno"" ref: 4405 aquarelle ecolier 08 pastilles 28mm avec pinceau violet ""techno"" ref: 4405 aquarelle ecolier 08 pastilles 28mm ave","Boite de 08 pastilles à base d''eau livrée avec pinceau.",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600235,"Aquarelle ecolier 12 pastilles 23mm avec pinceau ""techno"" ref: 4406 aquarelle ecolier 12 pastilles 23mm avec pinceau vert ""techno"" ref: 4406 aquarelle ecolier 12 pastilles 23mm avec pinceau violet ""techno"" ref: 4406 aquarelle ecolier 12 pastilles 23mm ave","Boite de 12 pastilles à base d''eau livrée avec pinceau.",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600236,"Aquarelle ecolier 12 pastilles 28mm avec pinceau ""techno"" ref: 4407 aquarelle ecolier 12 pastilles 28mm avec pinceau bleu ""techno"" ref: 4407 aquarelle ecolier 12 pastilles 28mm avec pinceau rose ""techno"" ref: 4407 aquarelle ecolier 12 pastilles 28mm avec","[""Boite de 12 pastilles à base d''eau livrée avec pinceau."", ""Boite de 12 pastilles à base d''eau livrée avec pinceau. En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.""]",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600249,"Mallette de coloriage ""maped"" ref: 897416 mallette de coloriagebleu ""maped"" ref: 897416 mallette de coloriagevert ""maped"" ref: 897416","[''Early age une gamme dédiée aux tout-petits, Idéale pour dessiner, colorier et peindre en toute sécurité. Facile à ouvrir et à fermer par des petites mains. Facilement transportable grâce à la poignée.'', ''Early age une gamme dédiée aux tout-petits, Idéale pour dessiner, colorier et peindre en toute sécurité. Facile à ouvrir et à fermer par des petites mains. Facilement transportable grâce à la poignée. En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.'']",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600250,"Jeux de coloriage 33 pieces ""maped"" ref: 897417","33 pièces : 10 feutres Brush + 10 Graph’Peps + 12 crayons de couleurs Duo + 1 taille-crayons métal.",,3950.0,,370.0,1,4,2,100,1,,,,,,,,,,
1140600252,"Regle et trace formes geonotes ""maped"" ref: 250310 regle et trace formes geonotes noir ""maped"" ref: 250310 regle et trace formes geonotes vert ""maped"" ref: 250310","[''L’outil idéal pour la structuration des documents scolaires. Bord cranté sur le format 30 cm : 2 types de soulignement possibles.'', ''L’outil idéal pour la structuration des documents scolaires. Bord cranté sur le format 30 cm : 2 types de soulignement possibles Remarque: En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.'']",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600253,"Gomme essentials ""maped"" ref: 112921 gomme essentials bleu ""maped"" ref: 112921 gomme essentials rose ""maped"" ref: 112921 gomme essentials vert ""maped"" ref: 112921 gomme essentials violet ""maped"" ref: 112921","[''Des gommes originales et ludiques pour allier ergonomie et esthétique, Toutes ces gommes sont sans phtalates et de nombreux modèles sont PVC Free'', ''Des gommes originales et ludiques pour allier ergonomie et esthétique, Toutes ces gommes sont sans phtalates et de nombreux modèles sont PVC Free En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.'']",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600400,"Surligneur soft jaune ""maped"" ref: 746034","Innovation mondiale : pointe souple extra douce. Adhérence parfaite à la surface surlignée, même non plane. Confort : pointe biseautée, trait de 1 à 5 mm.",,200.0,,18.9,1,4,2,100,1,,,,,,,,,,
1140600401,"Ciseaux 13 cm security 3d sous blister try me ""maped"" ref: 473110 ciseaux 13 cm security 3d sous blister try me rose ""maped"" ref: 473110 ciseaux 13 cm security 3d sous blister try me vert ""maped"" ref: 473110 ciseaux 13 cm security 3d sous blister try me b","Sécurité : un système de blocage des lames unique pour plus de sécurité. Usage scolaire : anneaux avec ergonomie 3D pour une meilleure tenue. En plus d''être ergonomiques et sécurisés, les ciseaux Security de Maped disposent de lames en acier inoxydable. Les ciseaux offrent ainsi une haute qualité de coupe, précise et ne s''émoussent pas dans le temps. Ils résisteront donc à plusieurs années de scolarité. Coloris aléatoire : bleu, rose ou vert. Emballage carton 100% recyclable. Dès 4ans.",,19.99,,28.0,1,4,2,100,1,,,,,,,,,,
1140600404,"Surligneur soft rose ""maped"" ref: 746036","Innovation mondiale : pointe souple extra douce. Adhérence parfaite à la surface surlignée, même non plane. Confort : pointe biseautée, trait de 1 à 5 mm.",,200.0,,18.9,1,4,2,100,1,,,,,,,,,,
1140600405,"Crayons couleurs jumbo de 24 couleurs ""maped"" ref: 834013","Early age une gamme dédiée aux tout-petits, Idéale pour dessiner, colorier et peindre en toute sécurité, arrondie pour une bonne prise en main par l’enfant. Conforme à la réglementation des jouets. En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,2650.0,,270.6,1,4,2,100,1,,,,,,,,,,
1140600410,"Feutres fins graph''mania 10 pieces sous blister ""maped"" ref: 749450","Idéal pour les Manias de la personnalisation & la mise en avant des écrits. 24 pochoirs différents pour donner des formes et des couleurs à son imagination. Pochoirs adaptables sur les Graph’Peps Duo pour un large choix de couleurs et de créations.",,1480.0,,67.0,1,4,2,100,1,,,,,,,,,,
1140600457,"Surligneur soft vert ""maped"" ref: 746033","Innovation mondiale : pointe souple extra douce. Adhérence parfaite à la surface surlignée, même non plane. Confort : pointe biseautée, trait de 1 à 5 mm.",,200.0,,18.9,1,4,2,100,1,,,,,,,,,,
1140600458,"Surligneur soft orange ""maped"" ref: 746035","Innovation mondiale : pointe souple extra douce. Adhérence parfaite à la surface surlignée, même non plane. Confort : pointe biseautée, trait de 1 à 5 mm.",,200.0,,18.9,1,4,2,100,1,,,,,,,,,,
1140600460,"Ciseaux 13 cm tatoo kids ""maped"" ref: 464912 ciseaux 13 cm tatoo kids pirates ""maped"" ref: 464912 ciseaux 13 cm tatoo kids princess ""maped"" ref: 464912","Confort : matériau souple à l''intérieur des anneaux. Durabilité optimale des motifs.",,19.99,,22.0,1,4,2,100,1,,,,,,,,,,
1140600461,"Surligneurs bi-matiere sous blister 5 couleurs ""maped"" ref : 742728","Format mini, idéal pour la trousse. Des couleurs fun qui plaisent aux jeunes. Confort : pointe biseautée, trait de 1 à 5 mm.",,750.0,,68.0,1,4,2,100,1,,,,,,,,,,
1140600462,"Taille-crayons satelite de 01 trou ""maped"" ref: 041712","Qualité et durabilité",,180.0,,11.0,1,4,2,100,1,,,,,,,,,,
1140600531,"Ciseaux 13cm tatoo kids sous blister try me ""maped"" ref: 464910 ciseaux 13cm tatoo kids sous blister try me pirates ""maped"" ref: 464910 ciseaux 13cm tatoo kids sous blister try me princess ""maped"" ref: 464910","[''Ciseaux scolaires testés en permanence, amélioration continue, motifs tatoo pour enfant'', ''Ciseaux scolaires testés en permanence, amélioration continue, motifs tatoo pour enfant En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.'']",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600554,"PAPIER A DESSIN COULEURS POCHETTE DE 10 FEUILLES 24cmx32cm 80g ""MAPED"" REF: 9373","<p>Le papier à dessin couleur est un papier qui convient au crayon, au pastel et au feutre à eau, ainsi qu''aux traveaux de peinture de l''eau.</p>",,110.0,,73.0,1,4,2,100,1,,,,,,,,,,
1140600610,"Stylo a plume plumax ""techno"" ref: 4419 stylo a plume plumax blanc ""techno"" ref: 4419 stylo a plume plumax bleu ""techno"" ref: 4419 stylo a plume plumax noir ""techno"" ref: 4419 stylo a plume plumax rose ""techno"" ref: 4419 stylo a plume plumax vert ""techno""","[''Corp ergonomige avec des couleurs vives ; téte ennoxidable ; cartouche standard . En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.'', ''Corp ergonomige avec des couleurs vives ; téte ennoxidable ; cartouche standard. En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.'', ''Corp ergonomige avec des couleurs vives ; téte ennoxidable ; cartouche standard En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.'']",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600621,"Crayon noir hb carte 04 pieces ""techno"" ref: 4575","Tête HB avec un corps triangulaire , tête résistante , facile à tailler .",,140.0,,34.0,1,4,2,100,1,,,,,,,,,,
1140600622,"Mini stylo roller pen rolino ""techno"" ref: 4536 mini stylo roller pen rolino corps noir et orange ""techno"" ref: 4536 mini stylo roller pen rolino corps blanc et bleu ""techno"" ref: 4536 mini stylo roller pen rolino corps jaune et violet ""techno"" ref: 4536","Corp ergonomige avec des couleurs vives , cartouche standard .",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600627,"Tablier de peinture 03 ans a 06 ans ""techno"" ref: 4544","Tablier de protection pour les enfants de 3 à 6 ans Protégez les enfants durant leurs activités manuelles et artistiques. - Matière imperméable - lavable et indéchirable manches longues resserrées. - Fermeture à scratch",,1700.0,,710.0,1,4,2,100,1,,,,,,,,,,
1140600818,"Regle flexible 20 cm ""techno"" ref: 4530 regle flexible 20 cm violet ""techno"" ref: 4530 regle flexible 20 cm rose ""techno"" ref: 4530 regle flexible 20 cm jaune ""techno"" ref: 4530 regle flexible 20 cm bleu ""techno"" ref: 4530","Règle flexible incassable 20 CM, pliez et pliez autant que vous le souhaitez. graduations claires et lisibles double décimètre facile à manipuler pour tracer tout type de courbes. Idéale pour les sacs surchargés des écoliers Disponible en 4 couleurs assorties.",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600819,"Ensemble de tracage flexible de 03 pieces ""techno"" ref: 4531 ensemble de tracage flexible de 03 pieces bleu ""techno"" ref: 4531 ensemble de tracage flexible de 03 pieces jaune ""techno"" ref: 4531 ensemble de tracage flexible de 03 pieces rose ""techno"" ref:","[""Kit de 3 jeux géométrique ; set d''instrument en matériau souple et incassable pour dessin géométrique."", ""Kit de 3 jeux géométrique ; set d''instrument en matériau souple et incassable pour dessin géométrique. En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée."", ""Kit de 3 jeux géométrique ; set d''instrument en matériau souple et incassable pour dessin géométrique En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.""]",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600820,"Ensemble de tracage flexible de 04 pieces ""techno"" ref: 4533 ensemble de tracage flexible de 04 pieces bleu ""techno"" ref: 4533 ensemble de tracage flexible de 04 pieces jaune ""techno"" ref: 4533 ensemble de tracage flexible de 04 pieces rose ""techno"" ref:","[""Kit de 4 jeux géométrique ; set d''instrument en matériau souple et incassable pour dessin géométrique."", ""Kit de 4 jeux géométrique ; set d''instrument en matériau souple et incassable pour dessin géométrique. En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.""]",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600821,"Regle 30 cm flexible ""techno"" ref: 4532 regle 30 cm flexible violet ""techno"" ref: 4532 regle 30 cm flexible rose ""techno"" ref: 4532 regle 30 cm flexible jaune ""techno"" ref: 4532 regle 30 cm flexible bleu ""techno"" ref: 4532","Règle flexible incassable 30 CM, pliez et pliez autant que vous le souhaitez. graduations claires et lisibles double décimètre facile à manipuler pour tracer tout type de courbes. Idéale pour les sacs surchargés des écoliers Disponible en 4 couleurs assorties.",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600822,"Equerre ecolier flexible ""techno"" ref: 4534 equerre ecolier flexible violet ""techno"" ref: 4534 equerre ecolier flexible rose ""techno"" ref: 4534 equerre ecolier flexible jaune ""techno"" ref: 4534 equerre ecolier flexible bleu ""techno"" ref: 4534","Matériau souple résistant aux chocs une équerre 60°/15 cm Coloris assortis graduations claires, progressives et facilement lisibles",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600823,"Rapporteur ecolier flexible ""techno"" ref: 4535 rapporteur ecolier flexible violet ""techno"" ref: 4535 rapporteur ecolier flexible rose ""techno"" ref: 4535 rapporteur ecolier flexible jaune ""techno"" ref: 4535 rapporteur ecolier flexible bleu ""techno"" ref: 45","[''Matériau souple résistant aux chocs graduations claires, progressives et facilement lisibles ce rapporteur multicouleur se glisse sans difficulté dans une pochette de cartable ou de sac à dos.'', ''Matériau souple résistant aux chocs graduations claires, progressives et facilement lisibles ce rapporteur violet se glisse sans difficulté dans une pochette de cartable ou de sac à dos.'', ''Matériau souple résistant aux chocs graduations claires, progressives et facilement lisibles ce rapporteur rose se glisse sans difficulté dans une pochette de cartable ou de sac à dos.'', ''Matériau souple résistant aux chocs graduations claires, progressives et facilement lisibles ce rapporteur jaune se glisse sans difficulté dans une pochette de cartable ou de sac à dos.'', ''Matériau souple résistant aux chocs graduations claires, progressives et facilement lisibles ce rapporteur bleu se glisse sans difficulté dans une pochette de cartable ou de sac à dos.'']",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140600834,"Cahier de matieres 5en1 seyes 08mmx08mm 70g 300 pages ""techno"" ref: 4496","Couverture pelliculée lavable ,utilisable pour 5 matieres ( 5 en 1 ), intercalaire amovible.",,1100.0,,747000.0,1,4,2,100,1,,,,,,,,,,
1140600835,"Cahier de matieres 3en1 seyes 08mmx08mm 70g 192 pages ""techno"" ref: 4497","Couverture pelliculée lavable ,utilisable pour 5 matieres ( 3 en 1 ) ,intercalaire amovible.",,790.0,,568000.0,1,4,2,100,1,,,,,,,,,,
1140600836,"Cahier de matieres 5en1 quadrille 5x5 mm 70g/m² 300p ""techno"" ref: 4498","Un cahier multi-matières, conçu pour assurer un bon confort et une parfaite organisation. Il a une couverture en plastique pour une durée de vie plus longue",,1100.0,,800.0,1,4,2,100,1,,,,,,,,,,
1140600837,"Cahier de matieres 3en1 quadrille 5x5 mm 70g/m² 192 pages ""techno"" ref: 4499","Un cahier multi-matières, conçu pour assurer un bon confort et une parfaite organisation. Il a une couverture en plastique pour une durée de vie plus longue",,790.0,,600.0,1,4,2,100,1,,,,,,,,,,
1140600847,"Crayons de couleurs color''peps boite metallique de 36 couleurs ""maped"" ref: 832056","Ces crayons de couleurs aux teintes vives et intenses suivent votre écolier partout !",,3250.0,,421.70000000000005,1,4,2,100,1,,,,,,,,,,
1140600848,"Crayons de couleurs color''peps boite metallique de 48 couleurs ""maped"" ref: 832058","Ces crayons de couleurs aux teintes vives et intenses suivent votre écolier partout !",,3980.0,,577.0999999999999,1,4,2,100,1,,,,,,,,,,
1140600849,"Crayons couleurs jumbo early age de 18 couleurs ""maped"" ref: 834012","Early age une gamme dédiée aux tout-petits, Idéale pour dessiner, colorier et peindre en toute sécurité, arrondie pour une bonne prise en main par l’enfant. Conforme à la réglementation des jouets. En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,1980.0,,205.8,1,4,2,100,1,,,,,,,,,,
1140601223,"Ciseaux symetrique 3d security 13 cm ""maped"" ref: 473112 ciseaux symetrique 3d security 13 cm bleu ""maped"" ref: 473112 ciseaux symetrique 3d security 13 cm rose ""maped"" ref: 473112 ciseaux symetrique 3d security 13 cm vert ""maped"" ref: 473112","Usage scolaire : anneaux avec ergonomie 3D pour une meilleure tenue. Sécurité : un système de blocage des lames unique pour plus de sécurité.",,19.99,,25.4,1,4,2,100,1,,,,,,,,,,
1140601224,"Feutre de coloriage long innovation pochette de 12 couleurs ""maped"" ref: 845044","Conforme à la réglementation des jouets, Une gamme de feutres à l’encre lavable, idéale pour dessiner et colorier. Les capuchons sont reliés à une base flexible incassable. Innovation brevetée.",,1300.0,,1185000.0,1,4,2,100,1,,,,,,,,,,
1140601225,"FEUTRE EFFACABLE A SEC COUL ASS FUN COLORS POCH 12 ""MAPED"" REF: 741817","Qualité : pointe métal japonaise. Précision : pointe feutre 0.4 mm. Confort : préhension triangulaire pour une prise en main optimale.",,1650.0,,117.6,1,4,2,100,1,,,,,,,,,,
1140601361,"Feutre de coloriage jumbo pochette de 6 pcs ""techno"" ref: 4476 feutre de coloriage jumbo pochette de 6 pcs bleu ""techno"" ref: 4476 feutre de coloriage jumbo pochette de 6 pcs rose ""techno"" ref: 4476 feutre de coloriage jumbo pochette de 6 pcs vert ""techno","Des feutres Jumbo pochette de 6 couleurs faciles à tenir par les enfants grâce au gros diamètre du corps,idéale pour dessiner, colorier et peindre en toute sécurité. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140601362,"Feutre de coloriage jumbo pochette de 12 pcs ""techno"" ref: 4477 feutre de coloriage jumbo pochette de 12 pcs bleu ""techno"" ref: 4477 feutre de coloriage jumbo pochette de 12 pcs rose ""techno"" ref: 4477 feutre de coloriage jumbo pochette de 12 pcs vert ""te","Des feutres Jumbo pochette de 12 couleurs faciles à tenir par les enfants grâce au gros diamètre du corps,idéale pour dessiner, colorier et peindre en toute sécurité. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1140601437,"Papier a dessin couleurs pochette de 10 feuilles 24cmx32cm 120g ""maped"" ref: 9371","Le papier à dessin couleur est un papier qui convient au crayon, au pastel et au feutre à eau, ainsi qu''aux traveaux de peinture de l''eau. En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,350.0,,134.0,1,4,2,100,1,,,,,,,,,,
1140601540,"Chiffonnette microfibre pour ardoise blanche en blister ""maped"" ref: 584610 chiffonnette microfibre pour ardoise blanche en blister bleu ""maped"" ref: 584610 chiffonnette microfibre pour ardoise blanche en blister violet ""maped"" ref: 584610","Dimensions : 20x20 cm",,19.99,,210.0,1,4,2,100,1,,,,,,,,,,
1140601976,"Tableau double face blanc et craie 60x90cm ""techno"" ref: 4509","Tableau double face coté blanc coté noir fabriqué avec un cadre en aluminium robuste,surface en acier facile pour écrire, dessiner et effacer,Facile à accrocher le tableau effaçable à sec est muni de deux crochets de suspension amovibles, pour que vous puissiez régler la distance, il est facile à accrocher,format 60x90 CM .",,6500.0,,1852000.0,1,4,2,100,1,,,,,,,,,,
1140601977,"Marqueur permanent pour toutes surfaces blanc ""techno"" ref: 4518","Marqueur permanent pour toutes surfaces,la fermeture par clic , longueur d''écriture environ 250m ,encre blanche.",,180.0,,18.0,1,4,2,100,1,,,,,,,,,,
1140601978,"Marqueur permanent pour toutes surfaces bleu ""techno"" ref: 4519","Marqueur permanent pour toutes surfaces,la fermeture par clic , longueur d''écriture environ 250m , encre bleu.",,180.0,,18.0,1,4,2,100,1,,,,,,,,,,
